2P%,2PA,3P%,3PA,AGE,APG,AST%,BPG,DRTG,EFG%,FG%,FT%,FTA,GM,GP,GS,MIN%,MPG,ORTG,PLAYER,POS,PPG,PTS,RBD,RPG,SPG,TEAM,TOR,TRB%,TS%,USG%,VI,YEAR
0.857,7.0,0.333,18.0,30,0.3,2.8,0.17,,,,0.8,10.0,,6,,41.3,20.2,,Matt Bonner,PF,6.3,,,3.2,0.17,San,0.033,9.1,0.646,11.8,3.6,2011
0.429,21.0,1.0,1.0,36,1.3,7.7,1.5,,,,0.0,2.0,,6,,57.5,27.6,,Marcus Camby,C,3.5,,,9.7,0.67,Por,0.179,22.2,0.459,8.6,5.1,2011
0.55,40.0,0.381,84.0,24,2.1,15.3,0.05,,,,0.719,32.0,,21,,49.8,24.1,,Mario Chalmers,PG,7.8,,,1.9,1.24,Mia,0.169,4.8,0.59,16.0,5.2,2011
0.411,146.0,0.297,37.0,23,6.4,27.7,0.23,,,,0.83,53.0,,13,,77.7,38.8,,Mike Conley,PG,15.2,,,3.8,1.08,Mem,0.127,5.7,0.477,21.4,7.4,2011
0.4,10.0,0.3,10.0,30,1.6,19.4,0.0,,,,0.667,12.0,,5,,29.5,14.1,,Mike Dunleavy,SF,5.0,,,1.2,0.8,Ind,0.038,4.8,0.494,16.8,6.0,2011
0.518,139.0,0.0,2.0,25,2.2,9.4,2.15,,,,0.699,73.0,,13,,79.6,39.8,,Marc Gasol,C,15.0,,,11.2,1.08,Mem,0.131,16.3,0.563,17.6,7.2,2011
0.524,42.0,0.321,28.0,33,4.2,23.8,0.6,,,,0.78,41.0,,5,,70.6,34.6,,Manu Ginobili,SG,20.6,,,4.0,2.6,San,0.162,6.7,0.585,28.5,8.1,2011
0.438,16.0,0.297,37.0,29,0.7,10.4,0.06,,,,0.0,0.0,,18,,24.3,11.8,,Mike Miller,SG,2.6,,,2.7,0.39,Mia,0.131,14.0,0.443,14.0,5.8,2011
0.422,45.0,0.273,11.0,24,0.5,4.8,0.58,,,,0.769,13.0,,12,,37.0,17.8,,Marvin Williams,SF,4.8,,,2.3,0.75,Atl,0.163,7.7,0.462,17.0,4.0,2011
0.6,20.0,0.269,26.0,22,1.3,9.5,0.83,,,,0.75,4.0,,6,,51.8,24.9,,Nicolas Batum,SF,8.0,,,1.7,0.83,Por,0.128,4.2,0.503,18.7,4.2,2011
0.632,76.0,0.0,0.0,30,0.9,6.1,0.88,,,,0.783,23.0,,17,,48.7,24.1,,Nick Collison,PF,6.7,,,5.8,0.88,Okc,0.131,13.8,0.662,11.0,5.4,2011
0.478,46.0,0.0,0.0,28,1.6,9.1,0.8,,,,0.563,48.0,,5,,67.2,32.2,,Nene Hilario,C,14.2,,,9.0,1.0,Den,0.106,15.5,0.529,21.3,7.3,2011
0.625,8.0,0.0,0.0,27,0.3,5.8,0.57,,,,0.667,3.0,,7,,15.8,7.7,,Nenad Krstic,C,1.7,,,1.7,0.0,Bos,0.244,13.6,0.644,10.9,5.0,2011
0.412,34.0,0.0,0.0,33,0.0,0.0,0.43,,,,0.4,10.0,,14,,20.8,10.4,,Nazr Mohammed,C,2.3,,,2.3,0.29,Okc,0.135,12.7,0.417,13.9,0.0,2011
0.462,13.0,0.0,0.0,24,0.1,1.0,0.53,,,,0.3,10.0,,15,,20.0,9.7,,Omer Asik,C,1.0,,,2.1,0.13,Chi,0.287,12.8,0.431,7.8,2.5,2011
0.376,85.0,0.408,49.0,23,2.4,14.6,0.31,,,,0.793,29.0,,13,,55.4,27.6,,O.J. Mayo,SG,11.3,,,3.2,0.85,Mem,0.104,6.6,0.501,20.8,6.4,2011
0.418,110.0,0.5,2.0,30,3.8,18.0,1.7,,,,0.8,45.0,,10,,74.2,35.6,,Pau Gasol,PF,13.1,,,7.8,0.4,Lal,0.114,13.7,0.497,19.8,8.2,2011
0.35,20.0,0.231,13.0,20,1.0,6.2,2.0,,,,0.875,8.0,,5,,55.2,26.5,,Paul George,SF,6.0,,,5.0,1.4,Ind,0.161,10.7,0.411,14.9,4.7,2011
0.465,101.0,0.447,47.0,33,2.8,13.6,0.44,,,,0.882,34.0,,9,,78.3,38.0,,Paul Pierce,SF,20.8,,,5.0,1.33,Bos,0.128,8.0,0.574,26.2,7.0,2011
0.465,43.0,0.377,77.0,33,0.4,3.5,0.11,,,,0.778,9.0,,19,,37.8,18.2,,Peja Stojakovic,SF,7.1,,,1.7,0.63,Dal,0.068,5.7,0.54,18.7,3.7,2011
0.6,5.0,0.5,10.0,30,0.3,3.6,0.17,,,,1.0,2.0,,6,,33.8,16.2,,Quentin Richardson,SF,3.8,,,2.5,0.17,Orl,0.112,9.1,0.724,8.7,3.5,2011
0.472,53.0,0.571,56.0,35,2.4,10.6,0.11,,,,0.96,25.0,,9,,82.3,40.0,,Ray Allen,SG,18.9,,,3.8,1.22,Bos,0.077,5.8,0.708,17.3,5.6,2011
0.2,10.0,0.3,20.0,22,0.5,3.5,0.17,,,,1.0,6.0,,6,,50.8,24.4,,Ryan Anderson,SF,4.7,,,4.5,0.83,Orl,0.03,10.9,0.429,10.9,3.6,2011
0.51,51.0,0.321,28.0,31,2.2,11.7,0.78,,,,0.762,21.0,,9,,66.0,31.7,,Ron Artest,SF,10.6,,,4.6,1.11,Lal,0.093,9.0,0.538,16.2,6.0,2011
0.488,43.0,0.429,7.0,25,0.9,9.5,0.38,,,,0.765,17.0,,16,,33.4,16.1,,Ronnie Brewer,SG,4.0,,,2.1,0.75,Chi,0.065,7.9,0.557,11.0,4.9,2011
0.412,34.0,0.25,16.0,26,4.2,24.9,0.0,,,,0.75,24.0,,5,,62.8,30.1,,Raymond Felton,PG,11.6,,,1.8,1.2,Den,0.142,3.3,0.479,21.4,5.9,2011
0.125,8.0,0.3,10.0,25,0.8,9.8,0.17,,,,0.667,9.0,,6,,27.7,13.3,,Rudy Fernandez,SG,2.8,,,2.0,0.33,Por,0.083,9.5,0.387,15.3,5.0,2011
0.444,45.0,0.0,0.0,24,0.6,4.3,1.8,,,,0.706,17.0,,5,,54.4,26.1,,Roy Hibbert,C,10.4,,,6.8,0.4,Ind,0.199,14.7,0.495,22.7,5.3,2011
0.429,14.0,0.353,17.0,30,0.8,4.6,0.5,,,,0.818,11.0,,6,,59.6,29.1,,Richard Jefferson,SF,6.5,,,4.2,0.5,San,0.143,8.3,0.544,11.2,3.8,2011
0.49,104.0,0.0,3.0,24,9.6,42.5,0.0,,,,0.632,38.0,,9,,78.7,38.2,,Rajon Rondo,PG,14.0,,,5.4,1.11,Bos,0.211,8.7,0.509,21.8,9.4,2011
0.41,295.0,0.292,48.0,22,6.4,34.0,0.35,,,,0.852,142.0,,17,,75.5,37.3,,Russell Westbrook,PG,23.8,,,5.4,1.41,Okc,0.161,8.3,0.499,34.6,10.0,2011
0.568,37.0,0.276,29.0,32,1.2,6.9,0.46,,,,0.667,9.0,,13,,51.8,25.9,,Shane Battier,SF,5.5,,,4.0,0.54,Mem,0.079,8.9,0.515,10.3,4.6,2011
0.2,5.0,0.333,18.0,30,2.2,20.7,0.0,,,,0.0,0.0,,9,,33.2,15.9,,Steve Blake,PG,2.2,,,1.6,0.56,Lal,0.179,6.1,0.435,9.3,5.0,2011
0.583,36.0,0.28,25.0,25,0.7,7.7,0.2,,,,0.643,14.0,,10,,34.2,16.4,,Shannon Brown,SG,7.2,,,1.9,0.6,Lal,0.118,7.2,0.536,22.1,5.2,2011
0.375,32.0,0.0,1.0,22,1.8,16.0,0.4,,,,0.5,4.0,,5,,40.3,19.4,,Spencer Hawes,PF,5.2,,,3.8,0.0,Phi,0.054,10.7,0.374,18.3,6.8,2011
0.465,144.0,0.0,1.0,21,0.2,1.1,3.06,,,,0.825,40.0,,17,,57.9,28.6,,Serge Ibaka,PF,9.8,,,7.3,0.24,Okc,0.114,14.7,0.514,17.1,3.4,2011
0.477,220.0,0.0,5.0,32,2.1,11.7,0.9,,,,0.851,47.0,,21,,67.7,32.7,,Shawn Marion,SF,11.9,,,6.3,1.0,Dal,0.128,12.0,0.509,20.0,6.6,2011
0.47,83.0,0.25,12.0,25,0.2,1.4,0.23,,,,0.6,15.0,,13,,39.0,19.5,,Sam Young,SG,7.4,,,2.3,0.46,Mem,0.073,6.8,0.472,19.7,3.1,2011
0.453,95.0,0.143,7.0,28,1.5,9.5,0.38,,,,0.659,41.0,,13,,53.6,26.7,,Tony Allen,SG,8.9,,,2.9,1.92,Mem,0.167,6.3,0.483,18.9,5.1,2011
0.438,64.0,0.333,21.0,25,3.3,15.5,0.5,,,,0.727,22.0,,6,,83.4,40.0,,Trevor Ariza,SF,15.5,,,6.5,1.33,Nor,0.069,10.5,0.491,21.2,6.9,2011
0.429,7.0,0.0,0.0,34,0.0,0.0,0.6,,,,0.5,2.0,,5,,15.1,7.2,,Tony Battie,C,1.4,,,2.0,0.0,Phi,0.113,15.1,0.444,11.8,0.0,2011
0.582,98.0,0.0,0.0,28,0.4,1.9,0.9,,,,0.679,78.0,,21,,66.7,32.2,,Tyson Chandler,C,8.0,,,8.8,0.62,Dal,0.096,16.8,0.631,10.6,3.8,2011
0.478,69.0,0.0,0.0,34,2.7,14.2,2.5,,,,0.625,16.0,,6,,71.9,35.1,,Tim Duncan,PF,12.7,,,10.5,0.5,San,0.191,17.4,0.5,20.9,8.1,2011
0.573,75.0,0.0,1.0,25,0.6,5.8,1.38,,,,0.6,15.0,,16,,36.4,17.6,,Taj Gibson,PF,5.9,,,4.1,0.31,Chi,0.145,14.0,0.575,15.9,5.5,2011
0.333,60.0,0.0,0.0,24,1.0,5.4,0.0,,,,0.889,18.0,,5,,68.2,32.7,,Tyler Hansbrough,PF,11.2,,,5.4,1.2,Ind,0.117,9.3,0.412,21.3,4.8,2011
0.512,41.0,0.455,11.0,23,3.8,21.9,0.2,,,,0.913,23.0,,5,,69.2,33.2,,Ty Lawson,PG,15.6,,,3.4,1.0,Den,0.088,5.7,0.628,18.7,7.1,2011
0.494,85.0,0.125,8.0,28,5.2,28.6,0.33,,,,0.756,41.0,,6,,75.0,36.6,,Tony Parker,PG,19.7,,,2.7,1.33,San,0.153,4.2,0.531,28.0,7.1,2011
0.659,41.0,0.154,26.0,26,0.7,5.6,0.29,,,,1.0,13.0,,17,,40.7,20.1,,Thabo Sefolosha,SG,4.6,,,3.1,0.94,Okc,0.171,8.9,0.543,11.6,4.3,2011
0.424,59.0,0.0,1.0,22,0.8,6.3,0.2,,,,0.583,12.0,,5,,52.2,25.1,,Thaddeus Young,PF,11.4,,,5.8,0.8,Phi,0.097,12.7,0.437,27.7,6.0,2011
0.397,68.0,0.0,0.0,30,0.8,5.4,0.33,,,,0.9,10.0,,12,,49.1,24.0,,Udonis Haslem,PF,5.3,,,4.5,0.5,Mia,0.132,11.4,0.435,14.1,4.5,2011
0.318,22.0,0.143,7.0,23,0.4,2.9,0.8,,,,0.778,9.0,,5,,47.4,22.7,,Wilson Chandler,SF,4.8,,,4.4,0.6,Den,0.108,10.8,0.364,14.9,3.6,2011
0.444,27.0,0.222,9.0,29,0.7,9.5,0.0,,,,0.571,7.0,,6,,28.5,13.7,,Willie Green,SG,5.7,,,0.8,0.33,Nor,0.071,3.9,0.435,25.6,4.3,2011
0.528,36.0,0.381,21.0,24,1.0,5.4,0.17,,,,0.842,19.0,,6,,69.9,33.5,,Wesley Matthews,SG,13.0,,,1.2,0.67,Por,0.097,2.2,0.597,18.3,3.0,2011
0.467,30.0,0.0,0.0,35,0.3,5.5,0.33,,,,0.667,6.0,,9,,23.1,11.3,,Zydrunas Ilgauskas,C,3.6,,,3.6,0.0,Mia,0.216,19.0,0.49,19.9,5.6,2011
0.478,23.0,0.0,0.0,26,1.2,10.7,0.09,,,,0.773,22.0,,11,,36.5,17.5,,Zaza Pachulia,C,3.5,,,4.9,0.18,Atl,0.216,17.0,0.597,10.6,6.3,2011
0.454,216.0,0.25,8.0,29,2.4,11.2,0.77,,,,0.821,106.0,,13,,79.0,39.5,,Zach Randolph,PF,22.2,,,10.8,1.08,Mem,0.091,15.8,0.534,26.5,8.4,2011
,,0.429,14.0,24,1.2,,,118.3,0.719,,0.818,11.0,0.0,6,6.0,,19.8,139.3,Arron Afflalo,SG,9.2,,,2.0,,Den,0.098,,0.746,15.4,3.6,2010
,,0.0,0.0,22,0.5,,,106.8,0.537,,0.679,56.0,0.0,23,23.0,,24.2,107.9,Andrew Bynum,C,8.6,,,6.9,,Lal,0.108,,0.57,16.1,4.4,2010
,,1.0,1.0,23,1.8,,,108.9,0.527,,0.839,31.0,0.0,11,11.0,,35.0,114.3,Al Horford,C,14.6,,,9.0,,Atl,0.096,,0.568,19.7,8.3,2010
,,0.256,39.0,33,1.3,,,105.5,0.504,,0.732,41.0,0.0,11,11.0,,33.9,102.6,Antawn Jamison,PF,15.3,,,7.4,,Cle,0.104,,0.542,21.2,6.9,2010
,,0.0,1.0,28,0.0,,,115.4,0.5,,1.0,1.0,8.0,2,0.0,,14.7,118.8,Andrei Kirilenko,SF,5.5,,,3.0,,Uta,0.0,,0.527,15.9,0.0,2010
,,0.0,0.0,35,1.2,,,108.3,0.532,,1.0,2.0,0.0,10,10.0,,24.5,107.6,Antonio McDyess,PF,6.8,,,6.8,,San,0.125,,0.541,13.5,5.8,2010
,,0.429,7.0,33,5.8,,,119.1,0.426,,0.775,40.0,0.0,6,6.0,,34.8,102.5,Andre Miller,PG,15.7,,,3.2,,Por,0.172,,0.513,24.9,8.6,2010
,,0.455,44.0,34,1.3,,,108.8,0.625,,0.733,15.0,0.0,11,11.0,,29.9,111.0,Anthony Parker,SG,8.3,,,2.4,,Cle,0.135,,0.644,11.3,4.5,2010
,,0.0,4.0,27,1.1,,,112.7,0.519,,0.754,142.0,0.0,16,16.0,,36.3,109.9,Amare Stoudemire,PF,22.2,,,6.6,,Pho,0.117,,0.589,27.0,6.4,2010
,,0.0,1.0,27,0.6,,,101.9,0.417,,0.742,31.0,0.0,11,0.0,,23.0,103.4,Anderson Varejao,C,5.7,,,6.5,,Cle,0.163,,0.511,13.3,4.5,2010
,,0.111,9.0,27,4.0,,,116.6,0.518,,0.5,2.0,0.0,4,4.0,,37.8,91.3,Boris Diaw,PF,7.5,,,5.0,,Cha,0.294,,0.519,13.6,9.1,2010
,,0.0,0.0,30,0.5,,,100.0,0.571,,0.6,20.0,0.0,6,2.0,,22.9,129.9,Brendan Haywood,C,6.0,,,6.2,,Dal,0.091,,0.604,11.3,4.1,2010
,,0.293,41.0,20,3.6,,,111.3,0.458,,0.808,26.0,0.0,7,7.0,,35.4,109.5,Brandon Jennings,PG,18.7,,,3.0,,Mil,0.057,,0.498,26.5,7.3,2010
,,0.0,4.0,33,0.8,,,117.9,0.37,,1.0,7.0,0.0,5,0.0,,18.3,84.5,Brad Miller,C,5.4,,,3.6,,Chi,0.189,,0.449,18.8,3.7,2010
,,0.167,12.0,25,1.7,,,123.5,0.333,,0.778,9.0,3.0,3,1.0,,27.5,87.2,Brandon Roy,SG,9.7,,,2.3,,Por,0.075,,0.392,22.8,4.8,2010
,,0.0,0.0,31,0.3,,,114.3,0.529,,0.643,14.0,0.0,6,0.0,,19.1,115.1,Chris Andersen,C,4.5,,,4.5,,Den,0.147,,0.583,10.6,3.0,2010
,,0.316,19.0,25,3.2,,,113.5,0.486,,0.877,57.0,0.0,6,6.0,,42.1,112.1,Carmelo Anthony,SF,30.7,,,8.5,,Den,0.114,,0.564,32.6,10.5,2010
,,0.0,1.0,30,2.2,,,110.5,0.462,,1.0,2.0,0.0,5,5.0,,22.7,105.2,Carlos Arroyo,PG,5.2,,,1.8,,Mia,0.1,,0.484,12.7,4.5,2010
,,0.355,31.0,33,6.3,,,117.2,0.512,,0.881,42.0,0.0,6,6.0,,34.3,117.4,Chauncey Billups,PG,20.3,,,2.3,,Den,0.151,,0.601,26.0,7.9,2010
,,0.0,0.0,28,2.9,,,114.0,0.53,,0.543,35.0,0.0,10,10.0,,40.0,105.0,Carlos Boozer,PF,19.7,,,13.2,,Uta,0.116,,0.537,23.1,11.5,2010
,,0.304,23.0,29,1.3,,,102.9,0.47,,0.926,27.0,0.0,6,6.0,,33.4,102.1,Caron Butler,SF,19.7,,,5.8,,Dal,0.119,,0.532,29.7,6.3,2010
,,0.405,37.0,27,2.6,,,110.8,0.459,,0.75,4.0,0.0,7,7.0,,32.1,94.3,Carlos Delfino,SF,10.0,,,4.0,,Mil,0.138,,0.468,18.2,6.9,2010
,,0.349,86.0,26,0.9,,,110.0,0.492,,0.938,16.0,0.0,16,0.0,,26.9,104.7,Channing Frye,C,8.2,,,5.6,,Pho,0.06,,0.524,14.2,5.1,2010
,,0.326,46.0,22,2.8,,,119.2,0.514,,0.897,39.0,0.0,10,10.0,,33.5,109.0,C.J. Miles,SF,14.4,,,2.5,,Uta,0.134,,0.585,18.9,6.2,2010
,,0.333,6.0,20,1.8,,,117.9,0.353,,0.833,6.0,0.0,4,0.0,,17.9,89.4,D.J. Augistin,PG,4.3,,,1.0,,Cha,0.169,,0.433,16.6,3.2,2010
,,0.0,0.0,20,0.5,,,100.9,0.5,,0.556,9.0,0.0,10,0.0,,8.9,120.3,DeJuan Blair,PF,3.7,,,3.9,,San,0.053,,0.514,19.7,2.6,2010
,,0.0,1.0,22,0.0,,,103.5,0.6,,0.833,6.0,1.0,5,0.0,,8.2,117.5,Dante Cunningham,SF,4.6,,,2.6,,Por,0.145,,0.652,23.8,0.0,2010
,,0.36,75.0,35,2.8,,,111.6,0.522,,0.821,56.0,0.0,23,23.0,,32.6,98.6,Derek Fisher,PG,10.3,,,2.5,,Lal,0.148,,0.571,15.0,6.1,2010
,,0.0,0.0,31,0.1,,,105.4,0.529,,0.25,4.0,0.0,7,0.0,,10.8,91.5,Dan Gadzuric,C,2.7,,,3.4,,Mil,0.242,,0.506,15.5,1.5,2010
,,0.0,0.0,24,1.4,,,92.2,0.614,,0.519,158.0,0.0,14,14.0,,35.3,102.4,Dwight Howard,C,18.1,,,11.1,,Orl,0.196,,0.606,25.7,8.2,2010
,,0.571,7.0,31,3.0,,,105.3,0.566,,0.952,42.0,0.0,6,6.0,,38.6,130.4,Dirk Nowitzki,PF,26.7,,,8.2,,Dal,0.074,,0.643,27.5,9.8,2010
,,0.333,6.0,21,7.2,,,119.1,0.464,,0.818,22.0,0.0,5,5.0,,42.3,105.2,Derrick Rose,PG,26.8,,,3.4,,Chi,0.088,,0.497,32.5,10.1,2010
,,0.405,37.0,28,6.8,,,105.1,0.632,,0.675,40.0,0.0,5,5.0,,41.8,116.4,Dwyane Wade,SG,33.2,,,5.6,,Mia,0.169,,0.65,35.3,11.7,2010
,,0.158,19.0,26,2.6,,,108.5,0.44,,0.938,16.0,0.0,11,0.0,,24.3,92.8,Delonte West,SG,6.7,,,1.9,,Cle,0.204,,0.5,15.9,4.9,2010
,,0.392,51.0,25,10.3,,,119.1,0.517,,0.802,111.0,0.0,10,10.0,,39.6,122.9,Deron Williams,PG,24.3,,,2.7,,Uta,0.132,,0.614,25.7,10.3,2010
,,0.25,8.0,24,1.8,,,109.2,0.4,,1.0,5.0,0.0,5,0.0,,22.1,91.3,Dorell Wright,SF,5.0,,,3.8,,Mia,0.181,,0.46,14.5,5.3,2010
,,0.0,0.0,34,0.6,,,106.7,0.0,,0.417,12.0,1.0,5,4.0,,23.4,75.3,Erick Dampier,C,1.0,,,6.6,,Dal,0.311,,0.188,7.8,4.5,2010
,,0.357,14.0,22,0.4,,,105.5,0.53,,0.833,18.0,0.0,7,0.0,,22.3,114.3,Ersan Ilyasova,SF,9.7,,,7.6,,Mil,0.147,,0.587,20.6,4.1,2010
,,0.167,6.0,22,1.5,,,107.0,0.325,,0.818,11.0,0.0,6,0.0,,12.5,91.9,Eric Maynor,PG,3.7,,,1.5,,Okc,0.168,,0.443,18.3,3.0,2010
,,0.0,0.0,31,0.0,,,106.9,0.833,,1.0,2.0,4.0,2,0.0,,8.7,145.5,Etan Thomas,C,6.0,,,2.0,,Okc,0.127,,0.872,20.9,0.0,2010
,,0.0,3.0,24,0.4,,,100.7,0.476,,0.722,79.0,0.0,24,1.0,,19.9,102.0,Glen Davis,PF,7.3,,,4.5,,Bos,0.122,,0.551,17.9,3.3,2010
,,0.325,40.0,23,2.3,,,115.7,0.495,,0.742,31.0,0.0,16,0.0,,14.6,105.6,Goran Dragic,PG,7.6,,,1.8,,Pho,0.123,,0.537,25.5,3.9,2010
,,0.188,16.0,37,2.3,,,110.0,0.492,,0.868,38.0,0.0,16,16.0,,28.0,106.7,Grant Hill,SF,9.6,,,5.8,,Pho,0.12,,0.551,16.3,7.2,2010
,,0.379,29.0,23,0.7,,,111.8,0.505,,0.838,37.0,0.0,10,8.0,,34.2,111.5,George Hill,PG,13.4,,,3.1,,San,0.063,,0.566,17.0,4.2,2010
,,0.455,11.0,27,2.3,,,107.4,0.534,,0.657,35.0,0.0,4,4.0,,40.7,122.4,Gerald Wallace,SF,17.5,,,9.0,,Cha,0.048,,0.589,19.3,9.4,2010
,,0.0,1.0,27,0.0,,,121.0,0.182,,0.833,6.0,2.0,3,0.0,,10.1,75.3,Hakim Warrick,PF,3.0,,,1.7,,Chi,0.128,,0.33,24.1,0.0,2010
,,0.0,0.0,23,0.0,,,111.0,0.5,,0.75,4.0,8.0,2,0.0,,9.2,90.4,Ian Mahinmi,C,4.5,,,1.0,,San,0.205,,0.58,24.4,0.0,2010
,,0.0,0.0,27,0.2,,,106.4,0.714,,0.75,4.0,0.0,5,0.0,,15.5,148.3,Joel Anthony,C,2.6,,,1.8,,Mia,0.102,,0.742,6.1,1.8,2010
,,0.4,10.0,25,2.5,,,109.2,0.459,,0.333,3.0,0.0,6,0.0,,17.2,89.2,Jose Barea,PG,5.8,,,2.0,,Dal,0.207,,0.457,22.2,4.4,2010
,,0.4,15.0,21,4.0,,,121.5,0.477,,0.792,24.0,0.0,6,2.0,,27.4,113.3,Jerryd Bayless,PG,13.5,,,2.7,,Por,0.096,,0.536,24.0,6.7,2010
,,0.0,0.0,30,0.0,,,116.3,0.333,,1.0,2.0,5.0,11,10.0,,10.3,88.9,Jarron Collins,C,1.1,,,1.5,,Pho,0.159,,0.378,7.7,0.0,2010
,,0.36,50.0,29,2.7,,,115.0,0.422,,0.845,58.0,0.0,11,0.0,,31.6,100.8,Jamal Crawford,SG,16.3,,,2.7,,Atl,0.1,,0.499,27.7,6.1,2010
,,0.424,59.0,24,1.8,,,110.2,0.61,,0.607,28.0,0.0,16,0.0,,23.4,122.7,Jared Dudley,PF,7.6,,,3.8,,Pho,0.084,,0.62,13.2,5.4,2010
,,0.4,50.0,23,1.4,,,108.5,0.511,,0.692,13.0,0.0,23,0.0,,12.8,87.6,Jordan Farmar,PG,4.6,,,1.2,,Lal,0.167,,0.526,18.7,2.8,2010
,,0.296,27.0,23,1.7,,,106.7,0.386,,0.85,20.0,0.0,6,6.0,,37.0,98.6,Jeff Green,PF,11.8,,,4.7,,Okc,0.071,,0.451,17.5,6.7,2010
,,0.375,16.0,22,1.8,,,102.7,0.484,,0.842,19.0,0.0,6,0.0,,19.8,124.9,James Harden,SG,7.7,,,2.5,,Okc,0.071,,0.584,16.3,4.5,2010
,,0.0,0.0,36,0.7,,,119.8,0.526,,0.0,0.0,0.0,6,0.0,,14.2,109.7,Juwan Howard,PF,3.3,,,2.7,,Por,0.136,,0.526,12.2,3.0,2010
,,0.22,41.0,28,5.0,,,115.2,0.41,,0.81,42.0,0.0,11,11.0,,39.8,97.1,Joe Johnson,SG,17.9,,,5.1,,Atl,0.103,,0.453,26.8,10.0,2010
,,0.0,1.0,29,0.0,,,115.3,0.0,,1.0,2.0,4.0,1,0.0,,8.4,75.9,James Jones,SG,2.0,,,0.0,,Mia,0.347,,0.532,16.5,0.0,2010
,,0.321,28.0,36,7.0,,,103.2,0.402,,0.917,12.0,0.0,6,6.0,,40.3,111.5,Jason Kidd,PG,8.0,,,6.8,,Dal,0.149,,0.468,11.8,12.4,2010
,,0.5,16.0,29,0.5,,,104.3,0.75,,0.667,3.0,0.0,11,0.0,,10.0,150.4,Jamario Moon,SF,3.5,,,1.5,,Cle,0.0,,0.75,10.5,2.0,2010
,,0.393,84.0,27,4.8,,,102.6,0.566,,0.823,62.0,0.0,14,14.0,,34.1,114.7,Jameer Nelson,PG,19.0,,,3.6,,Orl,0.139,,0.612,25.7,8.4,2010
,,0.0,0.0,24,2.6,,,108.5,0.528,,0.947,19.0,0.0,5,5.0,,37.5,112.5,Joakim Noah,C,14.8,,,13.0,,Chi,0.196,,0.603,19.0,10.8,2010
,,0.0,0.0,31,1.0,,,100.6,0.205,,0.429,7.0,0.0,5,5.0,,23.1,57.3,Jermaine O'Neal,C,4.2,,,5.6,,Mia,0.129,,0.223,22.5,5.1,2010
,,0.429,35.0,25,1.4,,,102.0,0.528,,0.857,35.0,0.0,14,0.0,,19.1,104.9,J.J. Redick,SG,7.5,,,1.7,,Orl,0.188,,0.608,19.4,3.6,2010
,,0.475,101.0,28,1.1,,,112.3,0.61,,0.759,58.0,0.0,16,16.0,,33.1,123.7,Jason Richardson,SG,19.8,,,5.4,,Pho,0.039,,0.636,22.4,5.8,2010
,,0.174,23.0,30,4.0,,,111.0,0.422,,0.964,28.0,0.0,7,7.0,,40.5,106.5,John Salmons,SF,17.0,,,3.7,,Mil,0.09,,0.49,22.2,8.4,2010
,,0.333,6.0,23,2.6,,,108.4,0.488,,0.659,44.0,0.0,11,11.0,,35.5,109.0,Josh Smith,PF,14.1,,,9.0,,Atl,0.103,,0.522,20.5,9.4,2010
,,0.355,31.0,24,1.7,,,116.6,0.465,,0.875,16.0,0.0,6,0.0,,26.3,109.9,J.R. Smith,SG,11.2,,,3.8,,Den,0.086,,0.523,19.9,5.5,2010
,,0.333,15.0,35,1.1,,,111.0,0.384,,0.9,20.0,0.0,7,0.0,,20.4,105.1,Jerry Stackhouse,SF,7.3,,,1.7,,Mil,0.088,,0.492,18.7,3.4,2010
,,0.4,30.0,32,2.0,,,109.2,0.464,,0.75,16.0,0.0,6,0.0,,28.8,105.6,Jason Terry,SG,12.7,,,2.5,,Dal,0.073,,0.5,22.5,5.2,2010
,,0.25,24.0,34,1.6,,,105.1,0.421,,1.0,5.0,0.0,14,0.0,,13.5,105.4,Jason Williams,PG,2.6,,,0.8,,Orl,0.111,,0.46,11.7,2.6,2010
,,0.374,131.0,31,5.5,,,109.0,0.507,,0.842,183.0,0.0,23,23.0,,39.9,101.8,Kobe Bryant,SG,29.2,,,6.0,,Lal,0.118,,0.568,33.7,11.0,2010
,,0.286,35.0,21,2.3,,,103.9,0.39,,0.871,62.0,0.0,6,6.0,,38.3,98.9,Kevin Durant,SF,25.0,,,7.7,,Okc,0.128,,0.499,34.4,8.8,2010
,,0.0,0.0,23,1.2,,,116.8,0.433,,0.333,21.0,0.0,10,9.0,,17.9,76.3,Kyrylo Fesenko,C,3.3,,,3.9,,Uta,0.263,,0.42,13.2,4.4,2010
,,0.0,2.0,33,2.5,,,99.7,0.495,,0.839,56.0,1.0,23,23.0,,33.1,98.6,Kevin Garnett,PF,15.0,,,7.4,,Bos,0.087,,0.53,22.1,8.5,2010
,,0.5,16.0,29,4.0,,,115.7,0.5,,0.714,14.0,0.0,5,5.0,,39.2,119.4,Kirk Hinrich,PG,12.4,,,4.4,,Chi,0.033,,0.533,14.3,8.8,2010
,,0.478,23.0,28,1.3,,,119.9,0.615,,0.889,9.0,0.0,10,0.0,,20.8,116.7,Kyle Korver,SG,8.3,,,1.1,,Uta,0.097,,0.639,15.4,3.1,2010
,,0.0,1.0,32,1.3,,,111.6,0.48,,0.632,19.0,0.0,6,6.0,,33.9,102.3,Kenyon Martin,PF,10.0,,,8.3,,Den,0.159,,0.514,15.3,7.2,2010
